zpid,streetName,city,state,zipcode,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,rentZestimate,currency,country,taxAssessedValue,imgSrc,homeDetailUrl
2103442146,9090 S Braeswood Blvd,Houston,TX,77074,279900,2,2,3220,MULTI_FAMILY,FOR_SALE,2600,USD,USA,,https://photos.zillowstatic.com/fp/8ea6df43648fe2a9a8b3d73e8d2cb58b-p_e.jpg,https://www.zillow.com/homedetails/9090-S-Braeswood-Blvd-Houston-TX-77074/2103442146_zpid/
80071248,5802 Antique Rose Trl,Fairview,TX,75069,350000,2,2,1255,TOWNHOUSE,FOR_SALE,,USD,USA,282010,https://photos.zillowstatic.com/fp/b3a4464feb0b7905a698fb98cc046963-p_e.jpg,https://www.zillow.com/homedetails/5802-Antique-Rose-Trl-Fairview-TX-75069/80071248_zpid/
50128592,1111 N Carrizo St,Midland,TX,79701,310000,2,4,2228,MULTI_FAMILY,FOR_SALE,2500,USD,USA,130730,https://photos.zillowstatic.com/fp/31b3eaee41119514edaae3f0c873bf4b-p_e.jpg,https://www.zillow.com/homedetails/1111-N-Carrizo-St-Midland-TX-79701/50128592_zpid/
26527937,327 Primrose Ln,Jones Creek,TX,77541,450000,2,3,4346,MULTI_FAMILY,FOR_SALE,1400,USD,USA,437380,https://photos.zillowstatic.com/fp/cc3a4cacec9459d5e305496a3f805a8f-p_e.jpg,https://www.zillow.com/homedetails/327-Primrose-Ln-Jones-Creek-TX-77541/26527937_zpid/
28519657,1215 El Camino Village Dr,Houston,TX,77058,300000,3,4,2220,TOWNHOUSE,FOR_SALE,2397,USD,USA,252994,https://photos.zillowstatic.com/fp/3be99d2b3f5f362ce07b2164bba4157d-p_e.jpg,https://www.zillow.com/homedetails/1215-El-Camino-Village-Dr-Houston-TX-77058/28519657_zpid/
97202466,1254 Calle Baltica Rd,Eagle Pass,TX,78852,150000,2,4,1689,MULTI_FAMILY,FOR_SALE,1650,USD,USA,121725,https://photos.zillowstatic.com/fp/a8a5297f4dfac17bb12ba2ead4fdbf77-p_e.jpg,https://www.zillow.com/homedetails/1254-Calle-Baltica-Rd-Eagle-Pass-TX-78852/97202466_zpid/
2062906153,230 Griffith Dr,Princeton,TX,75407,294980,3,3,1588,TOWNHOUSE,FOR_SALE,2199,USD,USA,,https://photos.zillowstatic.com/fp/09ee7ff95077bd762684bc1ae2128f44-p_e.jpg,https://www.zillow.com/homedetails/230-Griffith-Dr-Princeton-TX-75407/2062906153_zpid/
120896905,15217 Windward Dr UNIT 102,Corpus christi,TX,78418,444900,5,4,2479,TOWNHOUSE,FOR_SALE,2996,USD,USA,106682,https://photos.zillowstatic.com/fp/c5c51bde3f39b3c09bd2b5e22f0a528c-p_e.jpg,https://www.zillow.com/homedetails/15217-Windward-Dr-UNIT-102-Corpus-Christi-TX-78418/120896905_zpid/
62581450,5831 Val Verde St,Houston,TX,77057,449000,4,4,2850,TOWNHOUSE,FOR_SALE,3800,USD,USA,386963,https://photos.zillowstatic.com/fp/516c857914a19b06c76dad994e0c4cdf-p_e.jpg,https://www.zillow.com/homedetails/5831-Val-Verde-St-Houston-TX-77057/62581450_zpid/
26372769,6601 Spring Lark St,San Antonio,TX,78249,184900,1,2,1006,TOWNHOUSE,FOR_SALE,1399,USD,USA,165450,https://photos.zillowstatic.com/fp/3efe7eab409efebfa5a886dd5e4a6711-p_e.jpg,https://www.zillow.com/homedetails/6601-Spring-Lark-St-San-Antonio-TX-78249/26372769_zpid/
27339490,1257 Dallas Dr,Denton,TX,76205,179000,2,2,1102,TOWNHOUSE,FOR_SALE,1497,USD,USA,158000,https://photos.zillowstatic.com/fp/e4ae8cba0dad4bbc6fd71c2de2227de9-p_e.jpg,https://www.zillow.com/homedetails/1257-Dallas-Dr-Denton-TX-76205/27339490_zpid/
80575842,2605 Mill Creek Dr,Pasadena,TX,77503,200000,3,3,1700,TOWNHOUSE,FOR_SALE,2100,USD,USA,180747,https://photos.zillowstatic.com/fp/fad5fa4742679e61a3cd82f29d14a3a1-p_e.jpg,https://www.zillow.com/homedetails/2605-Mill-Creek-Dr-Pasadena-TX-77503/80575842_zpid/
299406718,1512 1510 Sandy Ln,Pleasanton,TX,78064,137480,2,4,1360,MULTI_FAMILY,FOR_SALE,1325,USD,USA,124700,https://photos.zillowstatic.com/fp/1477513e269d13396d9d594a3d16b255-p_e.jpg,https://www.zillow.com/homedetails/1512-1510-Sandy-Ln-Pleasanton-TX-78064/299406718_zpid/
97664240,913 Nash St,Houston,TX,77019,469999,4,3,2494,TOWNHOUSE,FOR_SALE,3020,USD,USA,435755,https://photos.zillowstatic.com/fp/6126f011edcb3316d396bf2ac6fa8839-p_e.jpg,https://www.zillow.com/homedetails/913-Nash-St-Houston-TX-77019/97664240_zpid/
2078222756,212 Sapphire UNIT 101,New Braunfels,TX,78130,262500,3,3,1409,TOWNHOUSE,FOR_SALE,1747,USD,USA,,https://photos.zillowstatic.com/fp/f0c61ac6e8d9d3e3cab3694bf2b31729-p_e.jpg,https://www.zillow.com/homedetails/212-Sapphire-UNIT-101-New-Braunfels-TX-78130/2078222756_zpid/
27140550,1019 Meandering Way,Mesquite,TX,75150,294900,2,3,1754,MULTI_FAMILY,FOR_SALE,2094,USD,USA,198700,https://photos.zillowstatic.com/fp/0cdc9992dcd0775e886531bef671a83c-p_e.jpg,https://www.zillow.com/homedetails/1019-Meandering-Way-Mesquite-TX-75150/27140550_zpid/
80303174,4515 Overlook Ct,Granbury,TX,76049,350000,3,3,1982,TOWNHOUSE,FOR_SALE,2450,USD,USA,271150,https://photos.zillowstatic.com/fp/04bb1c467a9e21b5cb722b90d58286be-p_e.jpg,https://www.zillow.com/homedetails/4515-Overlook-Ct-Granbury-TX-76049/80303174_zpid/
2057075849,9225 Madera Rd A,Houston,TX,77078,349990,3,4,,MULTI_FAMILY,FOR_SALE,1798,USD,USA,,https://photos.zillowstatic.com/fp/b326dd6d9ee20a11e86d61b34ef37688-p_e.jpg,https://www.zillow.com/homedetails/9225-Madera-Rd-A-Houston-TX-77078/2057075849_zpid/
28979660,5500 Willow Cir,Fort Worth,TX,76112,260000,2,3,1586,TOWNHOUSE,FOR_SALE,1982,USD,USA,162563,https://photos.zillowstatic.com/fp/9674fb8f066c2e668be8bf60db231f4b-p_e.jpg,https://www.zillow.com/homedetails/5500-Willow-Cir-Fort-Worth-TX-76112/28979660_zpid/
28325692,6401 Skyline Dr APT 22,Houston,TX,77057,105000,2,2,1252,TOWNHOUSE,FOR_SALE,1206,USD,USA,110367,https://photos.zillowstatic.com/fp/b3e8eca2c34e91dcf576cac83592279e-p_e.jpg,https://www.zillow.com/homedetails/6401-Skyline-Dr-APT-22-Houston-TX-77057/28325692_zpid/
26678561,2107 N Fitzhugh Ave,Dallas,TX,75204,419000,1,2,1288,MULTI_FAMILY,FOR_SALE,,USD,USA,214170,https://photos.zillowstatic.com/fp/ec820f1cf665562dad5eed087050284d-p_e.jpg,https://www.zillow.com/homedetails/2107-N-Fitzhugh-Ave-Dallas-TX-75204/26678561_zpid/
55615699,3519 S Julian Blvd,Amarillo,TX,79102,250000,2,4,2076,MULTI_FAMILY,FOR_SALE,1895,USD,USA,201880,https://photos.zillowstatic.com/fp/97a3caee4967bc35b6257b4d3ba49ddd-p_e.jpg,https://www.zillow.com/homedetails/3519-S-Julian-Blvd-Amarillo-TX-79102/55615699_zpid/
27597951,3323 Continental Dr,Missouri City,TX,77459,195000,2,2,1849,TOWNHOUSE,FOR_SALE,1849,USD,USA,158070,https://photos.zillowstatic.com/fp/ad80f53c238c472fb1ff751f362368ec-p_e.jpg,https://www.zillow.com/homedetails/3323-Continental-Dr-Missouri-City-TX-77459/27597951_zpid/
26880963,4305 Mill Run Rd,Dallas,TX,75244,467500,3,3,2319,TOWNHOUSE,FOR_SALE,3599,USD,USA,324660,https://photos.zillowstatic.com/fp/8d5b5c99c1fb605a4a04d3b22b545311-p_e.jpg,https://www.zillow.com/homedetails/4305-Mill-Run-Rd-Dallas-TX-75244/26880963_zpid/
28122066,12670 Rip Van Winkle Dr 4,Houston,TX,77024,249500,2,2,1258,TOWNHOUSE,FOR_SALE,1849,USD,USA,208109,https://photos.zillowstatic.com/fp/8c8d944bc2959e6aa58e5247f3db4f4e-p_e.jpg,https://www.zillow.com/homedetails/12670-Rip-Van-Winkle-Dr-4-Houston-TX-77024/28122066_zpid/
58300257,28 Oaks Pl,Lago Vista,TX,78645,299000,2,2,1334,TOWNHOUSE,FOR_SALE,2400,USD,USA,262281,https://photos.zillowstatic.com/fp/4d830bfb18c665fab4ca9289dcc3c6df-p_e.jpg,https://www.zillow.com/homedetails/28-Oaks-Pl-Lago-Vista-TX-78645/58300257_zpid/
26888143,9702 Amberton Pkwy,Dallas,TX,75243,246960,2,2,1684,TOWNHOUSE,FOR_SALE,2297,USD,USA,252600,https://photos.zillowstatic.com/fp/2a5129f2bbbdcde3616e64ad1413ddf2-p_e.jpg,https://www.zillow.com/homedetails/9702-Amberton-Pkwy-Dallas-TX-75243/26888143_zpid/
26178915,7535 Windsor Oaks,San Antonio,TX,78239,449900,6,10,4466,MULTI_FAMILY,FOR_SALE,3999,USD,USA,233450,https://photos.zillowstatic.com/fp/b3b868e788c5a8b82d4f59e6f5bcc05e-p_e.jpg,https://www.zillow.com/homedetails/7535-Windsor-Oaks-San-Antonio-TX-78239/26178915_zpid/
2056943696,12093 12091 Michael St,Tyler,TX,75706,229900,2,4,2110,MULTI_FAMILY,FOR_SALE,,USD,USA,,https://photos.zillowstatic.com/fp/c948bea20d4a0ea79c1c91db4a1c2294-p_e.jpg,https://www.zillow.com/homedetails/12093-12091-Michael-St-Tyler-TX-75706/2056943696_zpid/
162161260,5324 Reiger Ave,Dallas,TX,75214,399900,,6,3064,MULTI_FAMILY,FOR_SALE,4200,USD,USA,303780,https://photos.zillowstatic.com/fp/fd3cbd432011564652969b1adb645cf0-p_e.jpg,https://www.zillow.com/homedetails/5324-Reiger-Ave-Dallas-TX-75214/162161260_zpid/
26913472,12015 Leisure Way,Dallas,TX,75243,459000,,6,3263,MULTI_FAMILY,FOR_SALE,4900,USD,USA,460050,https://photos.zillowstatic.com/fp/929d805b86d0bdec7fd6f4dc53bdaf3c-p_e.jpg,https://www.zillow.com/homedetails/12015-Leisure-Way-Dallas-TX-75243/26913472_zpid/
209237090,802 E Brin St,Terrell,TX,75160,274900,4,4,1984,MULTI_FAMILY,FOR_SALE,2175,USD,USA,186210,https://photos.zillowstatic.com/fp/9b7bf8d6631a868e77337eebc764b04d-p_e.jpg,https://www.zillow.com/homedetails/802-E-Brin-St-Terrell-TX-75160/209237090_zpid/
29362302,510 Demarett Dr 6,Leander,TX,78645,280000,2,3,1626,TOWNHOUSE,FOR_SALE,2149,USD,USA,243684,https://photos.zillowstatic.com/fp/76ad118b2f97c6c91721dad8cd71fff0-p_e.jpg,https://www.zillow.com/homedetails/510-Demarett-Dr-6-Leander-TX-78645/29362302_zpid/
28171523,201 Vanderpool Ln APT 105,Houston,TX,77024,496500,3,3,2074,TOWNHOUSE,FOR_SALE,2800,USD,USA,399056,https://photos.zillowstatic.com/fp/b7d27eaba2271e9d9038abe50f94634e-p_e.jpg,https://www.zillow.com/homedetails/201-Vanderpool-Ln-APT-105-Houston-TX-77024/28171523_zpid/
53313070,218 South St,Tye,TX,79563,174900,,5,1824,MULTI_FAMILY,FOR_SALE,1500,USD,USA,66330,https://photos.zillowstatic.com/fp/2bb1c5b86e27f65144c3ba2ac0dcc1f8-p_e.jpg,https://www.zillow.com/homedetails/218-South-St-Tye-TX-79563/53313070_zpid/
80552921,8715 Meadowcroft Dr UNIT 501,Houston,TX,77063,235000,2,2,1492,TOWNHOUSE,FOR_SALE,1900,USD,USA,211447,https://photos.zillowstatic.com/fp/485a0f99b24b958bd5f400a3fdee4488-p_e.jpg,https://www.zillow.com/homedetails/8715-Meadowcroft-Dr-UNIT-501-Houston-TX-77063/80552921_zpid/
54115002,2218 15th St,Lubbock,TX,79401,230000,4,4,2452,MULTI_FAMILY,FOR_SALE,,USD,USA,148518,https://photos.zillowstatic.com/fp/bb61eda3f7c2175f2329de2d7695d3d5-p_e.jpg,https://www.zillow.com/homedetails/2218-15th-St-Lubbock-TX-79401/54115002_zpid/
28702427,105 Monroe St,Willis,TX,77378,115000,2,3,2558,MULTI_FAMILY,FOR_SALE,2350,USD,USA,141120,https://photos.zillowstatic.com/fp/00c1b0d6bbb04596dbeb4f1dbf8a970f-p_e.jpg,https://www.zillow.com/homedetails/105-Monroe-St-Willis-TX-77378/28702427_zpid/
2059566887,605 607 Mary Lake Dr,Bryan,TX,77801,374900,2,4,1878,MULTI_FAMILY,FOR_SALE,1900,USD,USA,,https://photos.zillowstatic.com/fp/e1b3a72bda58f29e31be40152b3c027a-p_e.jpg,https://www.zillow.com/homedetails/605-607-Mary-Lake-Dr-Bryan-TX-77801/2059566887_zpid/
169159380,6314 Cambridge Dr,San Antonio,TX,78218,420000,4,4,2500,MULTI_FAMILY,FOR_SALE,2194,USD,USA,285520,https://photos.zillowstatic.com/fp/409974f9811f0a3f75fd4c1ad4206f79-p_e.jpg,https://www.zillow.com/homedetails/6314-Cambridge-Dr-San-Antonio-TX-78218/169159380_zpid/
2057473123,938 938B W 26th St B,Houston,TX,77008,425000,4,3,2071,TOWNHOUSE,FOR_SALE,2984,USD,USA,,https://photos.zillowstatic.com/fp/af2afb3db16cd10dee58d8d546ade012-p_e.jpg,https://www.zillow.com/homedetails/938-938B-W-26th-St-B-Houston-TX-77008/2057473123_zpid/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/61a081f688d1d385a244106ec5d7ffcf-p_e.jpg,https://www.zillow.com/b/the-cottages-at-pirates-bay-pt-aransas-tx-5YPCZk/
28189046,12606 Wellington Park Dr,Houston,TX,77072,170000,2,3,1264,TOWNHOUSE,FOR_SALE,1525,USD,USA,128602,https://photos.zillowstatic.com/fp/f85bd4103ee1a1cad68f7093d6b39351-p_e.jpg,https://www.zillow.com/homedetails/12606-Wellington-Park-Dr-Houston-TX-77072/28189046_zpid/
69636288,9800 Wilkins Way,Plano,TX,75025,389000,3,3,1597,TOWNHOUSE,FOR_SALE,,USD,USA,310579,https://photos.zillowstatic.com/fp/ef6fb0d7de230f825b77a3d9f12bd97b-p_e.jpg,https://www.zillow.com/homedetails/9800-Wilkins-Way-Plano-TX-75025/69636288_zpid/
28417862,820 Threadneedle St APT 251,Houston,TX,77079,202500,3,3,1604,TOWNHOUSE,FOR_SALE,1900,USD,USA,172056,https://photos.zillowstatic.com/fp/837777903f765921fa481d8b378ee40e-p_e.jpg,https://www.zillow.com/homedetails/820-Threadneedle-St-APT-251-Houston-TX-77079/28417862_zpid/
27852980,422 E 41st St,Houston,TX,77022,249000,3,6,2422,MULTI_FAMILY,FOR_SALE,2499,USD,USA,165263,https://photos.zillowstatic.com/fp/88513c1da8693818614bf3ea926fa518-p_e.jpg,https://www.zillow.com/homedetails/422-E-41st-St-Houston-TX-77022/27852980_zpid/
27831893,319 Ipswich Rd,Houston,TX,77061,120000,1,3,1284,MULTI_FAMILY,FOR_SALE,1595,USD,USA,121834,https://photos.zillowstatic.com/fp/341fc7c5583d346b8deb11af9638aa88-p_e.jpg,https://www.zillow.com/homedetails/319-Ipswich-Rd-Houston-TX-77061/27831893_zpid/
306690359,2756 Starburst,Little Elm,TX,75068,450000,4,3,1844,TOWNHOUSE,FOR_SALE,2800,USD,USA,394373,https://photos.zillowstatic.com/fp/9452b36fc34833cd73d74f8056de1e95-p_e.jpg,https://www.zillow.com/homedetails/2756-Starburst-Little-Elm-TX-75068/306690359_zpid/
29174764,5611 Hearthwood Ct,Arlington,TX,76016,210000,2,2,1111,MULTI_FAMILY,FOR_SALE,1699,USD,USA,151183,https://photos.zillowstatic.com/fp/c374911d80541445e97c9c37b26c8156-p_e.jpg,https://www.zillow.com/homedetails/5611-Hearthwood-Ct-Arlington-TX-76016/29174764_zpid/
27746500,2409 Harrington St,Houston,TX,77026,129900,2,2,1548,MULTI_FAMILY,FOR_SALE,2199,USD,USA,79424,https://photos.zillowstatic.com/fp/e54d92a4de755e47d900fd932a13f6d5-p_e.jpg,https://www.zillow.com/homedetails/2409-Harrington-St-Houston-TX-77026/27746500_zpid/
249775349,339 Featherstone Trl,Wylie,TX,75098,357500,3,3,1537,TOWNHOUSE,FOR_SALE,2500,USD,USA,299829,https://photos.zillowstatic.com/fp/8c8b92cd3aed98beb8cfa1eb4cbb13c0-p_e.jpg,https://www.zillow.com/homedetails/339-Featherstone-Trl-Wylie-TX-75098/249775349_zpid/
87390629,644 Oakland Hills Ln,Kerrville,TX,78028,498500,4,4,3362,TOWNHOUSE,FOR_SALE,3099,USD,USA,393125,https://photos.zillowstatic.com/fp/bfaafb4387e480e0b935b46df693236c-p_e.jpg,https://www.zillow.com/homedetails/644-Oakland-Hills-Ln-Kerrville-TX-78028/87390629_zpid/
245541940,9506 Scanlan Heights Ln,Missouri City,TX,77459,398999,3,3,2309,MULTI_FAMILY,FOR_SALE,2900,USD,USA,339450,https://photos.zillowstatic.com/fp/18de093b0c59a30ced091423decc9afa-p_e.jpg,https://www.zillow.com/homedetails/9506-Scanlan-Heights-Ln-Missouri-City-TX-77459/245541940_zpid/
28191940,5235 Woodlawn Pl,Bellaire,TX,77401,319000,3,2,1725,TOWNHOUSE,FOR_SALE,2500,USD,USA,170000,https://photos.zillowstatic.com/fp/f2759b715ff1dfae621e6b05a85e0d5e-p_e.jpg,https://www.zillow.com/homedetails/5235-Woodlawn-Pl-Bellaire-TX-77401/28191940_zpid/
28079881,3743 Sunrise Dr 6,La Porte,TX,77571,144900,2,3,1736,TOWNHOUSE,FOR_SALE,2100,USD,USA,161918,https://photos.zillowstatic.com/fp/a24001fd0427e5c69b9a6f449105a463-p_e.jpg,https://www.zillow.com/homedetails/3743-Sunrise-Dr-6-La-Porte-TX-77571/28079881_zpid/
80597358,1903 Palm Forest Ln,Houston,TX,77077,450000,4,4,3142,TOWNHOUSE,FOR_SALE,3249,USD,USA,448855,https://photos.zillowstatic.com/fp/e16bf23c2d5485c30c3de5335e1d5fa2-p_e.jpg,https://www.zillow.com/homedetails/1903-Palm-Forest-Ln-Houston-TX-77077/80597358_zpid/
176802237,12219 Stellano Ln,Richmond,TX,77406,345000,3,3,2020,TOWNHOUSE,FOR_SALE,2388,USD,USA,282030,https://photos.zillowstatic.com/fp/6a8fd376121ac20f2e8e44c9a8d19e34-p_e.jpg,https://www.zillow.com/homedetails/12219-Stellano-Ln-Richmond-TX-77406/176802237_zpid/
2058362087,18251 Lakepoint Ridge Ln,Cypress,TX,77433,425000,3,3,2150,TOWNHOUSE,FOR_SALE,2716,USD,USA,,https://photos.zillowstatic.com/fp/2477e6dc73d660571684ac3f696fa79d-p_e.jpg,https://www.zillow.com/homedetails/18251-Lakepoint-Ridge-Ln-Cypress-TX-77433/2058362087_zpid/
78921604,702 8th St,Floresville,TX,78114,247500,2,5,2082,MULTI_FAMILY,FOR_SALE,2500,USD,USA,197120,https://photos.zillowstatic.com/fp/7d74a62d53ee7eb62e15a51ba83983d1-p_e.jpg,https://www.zillow.com/homedetails/702-8th-St-Floresville-TX-78114/78921604_zpid/
55479596,1222 Crocker St,Houston,TX,77019,495000,4,3,2528,TOWNHOUSE,FOR_SALE,3200,USD,USA,483783,https://photos.zillowstatic.com/fp/90817d36b1a7e84c2ec5deec8840f1e0-p_e.jpg,https://www.zillow.com/homedetails/1222-Crocker-St-Houston-TX-77019/55479596_zpid/
87595206,502 S Mechanic St,El Campo,TX,77437,198000,2,4,2032,MULTI_FAMILY,FOR_SALE,1650,USD,USA,145614,https://photos.zillowstatic.com/fp/e9e8b0c3c626dfdc64f972d97b04f63a-p_e.jpg,https://www.zillow.com/homedetails/502-S-Mechanic-St-El-Campo-TX-77437/87595206_zpid/
126218394,320 Twin Sails UNIT 25,Horseshoe Bay,TX,78657,390000,3,3,1860,TOWNHOUSE,FOR_SALE,,USD,USA,370660,https://photos.zillowstatic.com/fp/0f641fe7af18bf1744fad76682f471ba-p_e.jpg,https://www.zillow.com/homedetails/320-Twin-Sails-UNIT-25-Horseshoe-Bay-TX-78657/126218394_zpid/
27983750,9415 Springview Ln,Houston,TX,77080,339000,4,6,2772,MULTI_FAMILY,FOR_SALE,2600,USD,USA,314881,https://photos.zillowstatic.com/fp/1ca42a3b446cdfd19111b601798b9cb1-p_e.jpg,https://www.zillow.com/homedetails/9415-Springview-Ln-Houston-TX-77080/27983750_zpid/
28811843,1818 Rodd Field Rd APT G3,Corpus Christi,TX,78412,195000,2,2,1187,TOWNHOUSE,FOR_SALE,1697,USD,USA,154880,https://photos.zillowstatic.com/fp/499c633f9b8748f8643577a969b9c35b-p_e.jpg,https://www.zillow.com/homedetails/1818-Rodd-Field-Rd-APT-G3-Corpus-Christi-TX-78412/28811843_zpid/
2056971116,8715 Starcrest Dr 28,San Antonio,TX,78217,235000,3,3,1831,TOWNHOUSE,FOR_SALE,2450,USD,USA,,https://photos.zillowstatic.com/fp/63a3bbb07f75266a6c91e35fad2df0fe-p_e.jpg,https://www.zillow.com/homedetails/8715-Starcrest-Dr-28-San-Antonio-TX-78217/2056971116_zpid/
97603008,2322 Commerce St,Houston,TX,77003,435000,4,3,2086,TOWNHOUSE,FOR_SALE,2949,USD,USA,388712,https://photos.zillowstatic.com/fp/ec82e08b491f7c95ff510c8ad39c9956-p_e.jpg,https://www.zillow.com/homedetails/2322-Commerce-St-Houston-TX-77003/97603008_zpid/
28167008,10197 Beekman Place Dr,Houston,TX,77043,175000,3,2,1386,TOWNHOUSE,FOR_SALE,1834,USD,USA,154356,https://photos.zillowstatic.com/fp/96ceedba529837949a4ce0e34d454a39-p_e.jpg,https://www.zillow.com/homedetails/10197-Beekman-Place-Dr-Houston-TX-77043/28167008_zpid/
79532369,1413 Ravenwood Dr,Mansfield,TX,76063,389000,3,3,1964,MULTI_FAMILY,FOR_SALE,,USD,USA,269982,https://photos.zillowstatic.com/fp/3ab5e34d7150999cca0562b299ef7f59-p_e.jpg,https://www.zillow.com/homedetails/1413-Ravenwood-Dr-Mansfield-TX-76063/79532369_zpid/
2057199820,1744 1746 Hazelwood St,Conroe,TX,77301,345000,2,2,2628,MULTI_FAMILY,FOR_SALE,2199,USD,USA,,https://photos.zillowstatic.com/fp/39fa58d0cce34c2e59a976d8155d9abf-p_e.jpg,https://www.zillow.com/homedetails/1744-1746-Hazelwood-St-Conroe-TX-77301/2057199820_zpid/
62603858,1715 Redwing Pines Dr,Houston,TX,77009,364900,3,2,1723,TOWNHOUSE,FOR_SALE,2400,USD,USA,273965,https://photos.zillowstatic.com/fp/f828856bd04b75594fdc9046dd79939d-p_e.jpg,https://www.zillow.com/homedetails/1715-Redwing-Pines-Dr-Houston-TX-77009/62603858_zpid/
49636979,8801 McPherson Rd APT 3F,Laredo,TX,78045,215000,3,3,1520,TOWNHOUSE,FOR_SALE,1700,USD,USA,165094,https://photos.zillowstatic.com/fp/96e7782128aed5935bec6e08b4261eb1-p_e.jpg,https://www.zillow.com/homedetails/8801-McPherson-Rd-APT-3F-Laredo-TX-78045/49636979_zpid/
28223263,14694 Perthshire Rd APT C,Houston,TX,77079,262000,3,3,1978,TOWNHOUSE,FOR_SALE,2050,USD,USA,178590,https://photos.zillowstatic.com/fp/1b2ffc4c22c692048ed5ab934c995631-p_e.jpg,https://www.zillow.com/homedetails/14694-Perthshire-Rd-APT-C-Houston-TX-77079/28223263_zpid/
28260618,2008 E James St,Baytown,TX,77520,165000,3,3,1732,TOWNHOUSE,FOR_SALE,1800,USD,USA,190148,https://photos.zillowstatic.com/fp/7a7dc7502e02a427edc3d9811f98b854-p_e.jpg,https://www.zillow.com/homedetails/2008-E-James-St-Baytown-TX-77520/28260618_zpid/
124433368,15216 Beach Way Dr,Corpus Christi,TX,78418,474900,3,3,1309,TOWNHOUSE,FOR_SALE,2050,USD,USA,377292,https://photos.zillowstatic.com/fp/9662256bbfd11011993b5d4bbed3551a-p_e.jpg,https://www.zillow.com/homedetails/15216-Beach-Way-Dr-Corpus-Christi-TX-78418/124433368_zpid/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/4b324952164b72caee954a47a866684f-p_e.jpg,https://www.zillow.com/community/bridgeland-central-patios/29790647_plid/
,,,,,,,,,,,,,,,,
2066683451,744 Brooks St #FC536D12A,Sugar Land,TX,77478,2425,2,2,,APARTMENT,FOR_RENT,2234,USD,USA,,https://photos.zillowstatic.com/fp/40d6d21e829edb575581a73ece4e08ac-p_e.jpg,https://www.zillow.com/apartments/sugar-land-tx/landon-ridge-.dash.-sugar-land-independent-living/9nNNJX/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/d0344465b3f11576ec893a2c8b23ae47-p_e.jpg,https://www.zillow.com/apartments/plano-tx/ferro/BzcX7T/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/52b78f5ba3089cff50975c92336f45f1-p_e.jpg,https://www.zillow.com/apartments/austin-tx/brightleaf-at-lakeline-apartments/CBbwHp/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/20d06a673a4fcf040b549c9721fdbc0d-p_e.jpg,https://www.zillow.com/b/sire-kingwood-porter-tx-CZsBzd/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/b31a8e0d04735a76d882ead40748c502-p_e.jpg,https://www.zillow.com/apartments/pflugerville-tx/livano-pflugerville/CYmMbL/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/466f01560bc83926e76fd270b0d324cb-p_e.jpg,https://www.zillow.com/apartments/austin-tx/alister-oak-hill/63G24y/
2064155014,8800 Us Highway 290 #2-0223,Austin,TX,78736,1995,2,2,1149,APARTMENT,FOR_RENT,1900,USD,USA,,https://photos.zillowstatic.com/fp/466f01560bc83926e76fd270b0d324cb-p_e.jpg,https://www.zillow.com/apartments/austin-tx/alister-oak-hill/63G24y/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/a12e4ef42037e2230d4fb0ae7626e278-p_e.jpg,https://www.zillow.com/apartments/mckinney-tx/luxe-of-mckinney/C6VWCC/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/7c5124c254d3c2e4039c51e8b143a6d3-p_e.jpg,https://www.zillow.com/apartments/mckinney-tx/mansions-of-mckinney/C8tkcn/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/afc0a221574dec4c01db9c450cbeeaea-p_e.jpg,https://www.zillow.com/apartments/san-antonio-tx/costa-bella/5jDFyh/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/02a8a312ccae4d369ef4eeadcef0441f-p_e.jpg,https://www.zillow.com/apartments/georgetown-tx/radius-wolf-ranch/C9ps8y/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/5a8f7b7775012a6e73671f8b54ee090d-p_e.jpg,https://www.zillow.com/apartments/lubbock-tx/del-estrado/5Xs2PN/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/610ba25e40f97a32e76e5993fce27585-p_e.jpg,https://www.zillow.com/apartments/houston-tx/vargos-on-the-lake/5Yy6Wj/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/d5ff7a557ca095a8df6c8ed9ba4f9773-p_e.jpg,https://www.zillow.com/apartments/san-antonio-tx/birdsong-leon-springs/9W9j4p/
2084262241,500 Energy Way APT 6205,Fort Worth,TX,76102,2539,2,2,1072,APARTMENT,FOR_RENT,2369,USD,USA,,https://photos.zillowstatic.com/fp/0d08f842d9fe21843efcc3638287da1c-p_e.jpg,https://www.zillow.com/apartments/fort-worth-tx/the-braden-on-fifth/BLs7rN/
